"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2739","Successful Registration","","Wed Apr 02 22:17:56 IST 2025","passed","Wed Apr 02 22:17:59 IST 2025","","User Authentication","Successful Registration",""
